,Builder Name,City,Locality,Property Type,Price in Crores,Area in Sqft,Construction Status,Age of property
2746,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.5964,3834,New,5 - 6 years old
2747,Sai Ram Property ConsultantsAGENT0,Hyderabad,AS Rao Nagar,"Residential PlotAS Rao Nagar, Hyderabad",1.8,2700,Resale,7 years old
2748,FuturelandAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.195,1800,New,
2749,FuturelandAGENT0,Hyderabad,Gowrelly,"Residential PlotGowrelly, Hyderabad",0.2675,1512,New,3 - 4 years old
2750,FuturelandAGENT0,Hyderabad,kuntloor,"Residential Plotkuntloor, Hyderabad",0.31,1651,New,1 open sides
2751,FuturelandAGENT0,Hyderabad,Gowrelly,"Residential PlotGowrelly, Hyderabad",0.361,1802,New,3 - 4 years old
2752,FuturelandAGENT0,Hyderabad,Sadashivpet,"Residential PlotSadashivpet, Hyderabad",0.2024,1353,New,4 - 5 years old
2753,Sai Ram Property ConsultantsAGENT0,Hyderabad,Nagaram,"10 BHK Independent HouseNagaram, Hyderabad",3.0,7500,Under Construction,9 Bathrooms
2754,MaheshAGENT0,Hyderabad,Munganoor,"2 BHK Independent HouseMunganoor, Hyderabad",0.58,850,Ready to move,2 Bathrooms
2755,Ajay infraAGENT0,Hyderabad,Manikonda,"2 BHK ApartmentManikonda, Hyderabad",0.84,1200,Ready to move,2 Bathrooms
2756,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"4 BHK Independent HouseVanasthalipuram, Hyderabad",1.4,2799,Ready to move,4 Bathrooms
2757,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"4 BHK Independent HouseVanasthalipuram, Hyderabad",1.4,2803,Ready to move,4 Bathrooms
2758,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"4 BHK Independent HouseVanasthalipuram, Hyderabad",1.4,2799,Under Construction,4 Bathrooms
2759,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"4 BHK Independent HouseVanasthalipuram, Hyderabad",1.39,2800,Under Construction,4 Bathrooms
2760,Dial To PropertyAGENT0,Hyderabad,LB Nagar,"3 BHK VillaLB Nagar, Hyderabad",1.7,2622,Under Construction,1 Bathrooms
2761,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"4 BHK Independent HouseVanasthalipuram, Hyderabad",1.2,2300,Ready to move,4 Bathrooms
2762,Dial To PropertyAGENT0,Hyderabad,Hayathnagar,"3 BHK VillaHayathnagar, Hyderabad",1.7,2622,Under Construction,3 Bathrooms
2763,Dial To PropertyAGENT0,Hyderabad,Hayathnagar,"3 BHK VillaHayathnagar, Hyderabad",1.7,2627,Under Construction,3 Bathrooms
2764,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Nacharam,"3 BHK Independent HouseNacharam, Hyderabad",2.05,1600,Ready to move,7 years old
2765,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Nacharam,"2 BHK ApartmentNacharam, Hyderabad",0.5,1140,Ready to move,7 years old
2766,Remax New Vision RealtyAGENT0,Hyderabad,Budvel,"Residential PlotBudvel, Hyderabad",2.16,2997,Resale,7 - 8 years old
2767,Remax New Vision RealtyAGENT0,Hyderabad,Budvel,"Residential PlotBudvel, Hyderabad",5.6,7200,Resale,7 - 8 years old
2768,Remax New Vision RealtyAGENT0,Hyderabad,Bowrampet,"Residential PlotBowrampet, Hyderabad",5.33,8000,Resale,3 open sides
2769,Gupta RealtorsAGENT0,Hyderabad,Ameerpet,4 BHK Apartment ,2.6,2200,Ready to move,3 Bathrooms
2770,Dial To PropertyAGENT0,Hyderabad,Nagole,"Residential PlotNagole, Hyderabad",0.3605,1647,New,1 open sides
2771,Dial To PropertyAGENT0,Hyderabad,Hayathnagar,"Residential PlotHayathnagar, Hyderabad",0.39399999999999996,1800,New,6 - 7 years old
2772,Dial To PropertyAGENT0,Hyderabad,Taramatipet,"Residential PlotTaramatipet, Hyderabad",0.3605,1647,New,1 open sides
2773,Dial To PropertyAGENT0,Hyderabad,Hayathnagar,"Residential PlotHayathnagar, Hyderabad",0.39399999999999996,1800,New,6 - 7 years old
2774,Dial To PropertyAGENT0,Hyderabad,Taramatipet,"Residential PlotTaramatipet, Hyderabad",0.3605,1647,New,
2775,Dial To PropertyAGENT0,Hyderabad,Nagole,"Residential PlotNagole, Hyderabad",0.3605,1647,New,
2776,Dial To PropertyAGENT0,Hyderabad,Hayathnagar,"Residential PlotHayathnagar, Hyderabad",0.3568,1647,New,6 - 7 years old
2777,Dial To PropertyAGENT0,Hyderabad,Nagole,"Residential PlotNagole, Hyderabad",0.3899,1800,New,1 open sides
2778,Dial To PropertyAGENT0,Hyderabad,Nagole,"Residential PlotNagole, Hyderabad",0.3605,1647,New,1 open sides
2779,Dial To PropertyAGENT0,Hyderabad,Taramatipet,"Residential PlotTaramatipet, Hyderabad",0.3568,1647,New,1 open sides
2780,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,1.75,3183,Under Construction,Possession by Apr 2023
2781,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,1.75,3183,Under Construction,Possession by Apr 2023
2782,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,1.75,3183,Under Construction,Possession by Apr 2023
2783,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,1.75,3183,Under Construction,Possession by Apr 2023
2784,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.77,5037,Under Construction,Possession by Apr 2023
2785,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.77,5037,Under Construction,Possession by Apr 2023
2786,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,1.74,3180,Under Construction,Possession by Apr 2023
2787,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,1.74,3180,Under Construction,Possession by Apr 2023
2788,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.53,4614,Under Construction,Possession by Apr 2023
2789,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.53,4614,Under Construction,Possession by Apr 2023
2790,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.29,4164,Under Construction,Possession by Apr 2023
2791,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.29,4164,Under Construction,Possession by Apr 2023
2792,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.28,4161,Under Construction,Possession by Apr 2023
2793,SathyaAGENT0,Hyderabad,Ramachandrapuram,4 BHK Villa ,2.28,4161,Under Construction,Possession by Apr 2023
2794,FuturelandAGENT0,Hyderabad,Gowrelly,"Residential PlotGowrelly, Hyderabad",0.11,1036,New,3 - 4 years old
2795,Sai Ram Property ConsultantsAGENT0,Hyderabad,Nagaram,"10 BHK Independent HouseNagaram, Hyderabad",3.0,5880,Ready to move,9 Bathrooms
2796,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.09,1738,Ready to move,4 - 5 years old
2797,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.14,1738,Ready to move,4 - 5 years old
2798,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.14,1738,Ready to move,4 - 5 years old
2799,Ajay infraAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,1.85,2450,Ready to move,14 - 15 years old
2800,Ajay infraAGENT0,Hyderabad,Kondapur,2 BHK Apartment ,1.15,1268,Ready to move,2 Bathrooms
2801,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"4 BHK Independent HouseVanasthalipuram, Hyderabad",1.4,2800,Ready to move,4 Bathrooms
2802,Dial To PropertyAGENT0,Hyderabad,LB Nagar,"4 BHK Independent HouseLB Nagar, Hyderabad",1.4,2800,Ready to move,4 Bathrooms
2803,Dial To PropertyAGENT0,Hyderabad,LB Nagar,"4 BHK Independent HouseLB Nagar, Hyderabad",1.4,2800,Ready to move,4 Bathrooms
2804,Dial To PropertyAGENT0,Hyderabad,LB Nagar,"4 BHK Independent HouseLB Nagar, Hyderabad",1.4,2800,Ready to move,4 Bathrooms
2805,sellerVERIFIED OWNER,Hyderabad,Hitech City,"3 BHK ApartmentHitech City, Hyderabad",1.29,1710,Under Construction,3 Bathrooms
2806,sellerVERIFIED OWNER,Hyderabad,Bahadurpally,3 BHK Villa ,1.49,1901,Ready to move,1 - 2 years old
2807,sellerVERIFIED OWNER,Hyderabad,Hitech City,"3 BHK ApartmentHitech City, Hyderabad",1.36,1820,Under Construction,3 Bathrooms
2808,sellerVERIFIED OWNER,Hyderabad,Bachupally,"3 BHK ApartmentBachupally, Hyderabad",0.78,1550,Under Construction,3 Bathrooms
2809,sellerVERIFIED OWNER,Hyderabad,Bachupally,"2 BHK ApartmentBachupally, Hyderabad",0.59,1250,Under Construction,2 Bathrooms
2810,sellerVERIFIED OWNER,Hyderabad,Bachupally,"2 BHK ApartmentBachupally, Hyderabad",0.6,1160,Under Construction,2 Bathrooms
2811,sellerVERIFIED OWNER,Hyderabad,Bachupally,"2 BHK ApartmentBachupally, Hyderabad",0.62,1220,Under Construction,2 Bathrooms
2812,sellerVERIFIED OWNER,Hyderabad,Hitech City,"3 BHK ApartmentHitech City, Hyderabad",1.71,2280,Under Construction,3 Bathrooms
2813,sellerVERIFIED OWNER,Hyderabad,Bachupally,"2 BHK ApartmentBachupally, Hyderabad",0.59,1160,Under Construction,2 Bathrooms
2814,sellerVERIFIED OWNER,Hyderabad,Bachupally,"3 BHK ApartmentBachupally, Hyderabad",0.74,1550,Under Construction,3 Bathrooms
2815,sellerVERIFIED OWNER,Hyderabad,Bachupally,"2 BHK ApartmentBachupally, Hyderabad",0.62,1180,Under Construction,2 Bathrooms
2816,FuturelandAGENT0,Hyderabad,Taramatipet,"Residential PlotTaramatipet, Hyderabad",0.1999,1800,New,1 open sides
2817,FuturelandAGENT0,Hyderabad,Taramatipet,"Residential PlotTaramatipet, Hyderabad",0.12,1096,New,1 open sides
2818,Ajay infraAGENT0,Hyderabad,Kondapur,3 BHK Apartment ,1.16,1530,Ready to move,3 Bathrooms
2819,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Tarnaka,"3 BHK Independent FloorTarnaka, Hyderabad",1.25,990,Ready to move,3 Bathrooms
2820,GaneshAGENT0,Hyderabad,Sangareddy,Residential Plot ,0.3,1800,New,3 - 4 years old
2821,Fudosan Developers and AgencyAGENT4.3,Hyderabad,Tellapur,3 BHK Apartment ,1.0,2132,Under Construction,Possession by Feb 2020
2822,FuturelandAGENT0,Hyderabad,Sadashivpet,"Residential PlotSadashivpet, Hyderabad",0.1837,1320,New,4 - 5 years old
2823,FuturelandAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.165,1350,New,1 open sides
2824,B srinivasAGENT0,Hyderabad,Bollaram,"4 BHK Independent HouseBollaram, Hyderabad",1.55,1350,Ready to move,3 Bathrooms
2825,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.2425,1341,New,1 open sides
2826,Dial To PropertyAGENT0,Hyderabad,Abdullapurmet,"Residential PlotAbdullapurmet, Hyderabad",0.3675,2646,New,6 - 7 years old
2827,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.2425,1323,New,1 open sides
2828,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.2425,1341,New,1 open sides
2829,Dial To PropertyAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.3019,1638,New,1 open sides
2830,Ajay infraAGENT0,Hyderabad,Nallagandla Gachibowli,2 BHK Apartment ,1.1,1245,Ready to move,7 - 8 years old
2831,Raghavendera ReddyAGENT0,Hyderabad,Manikonda,"2 BHK ApartmentManikonda, Hyderabad",0.7216,1312,Under Construction,2 Bathrooms
2832,GaneshAGENT0,Hyderabad,Sadashivpet,Residential Plot ,0.276,1800,New,1 year old
2833,Dial To PropertyAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.35,1800,New,2 open sides
2834,Dial To PropertyAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.2839,1503,New,1 open sides
2835,Dial To PropertyAGENT0,Hyderabad,Ramoji Film city,"Residential PlotRamoji Film city, Hyderabad",0.2922,1503,New,1 open sides
2836,Dial To PropertyAGENT0,Hyderabad,Pedda Amberpet,"Residential PlotPedda Amberpet, Hyderabad",0.34,1800,New,4 - 5 years old
2837,Dial To PropertyAGENT0,Hyderabad,Pedda Amberpet,"Residential PlotPedda Amberpet, Hyderabad",0.35,1800,New,4 - 5 years old
2838,RamanaAGENT0,Hyderabad,Turkapally,4 BHK Villa ,3.12,3470,Under Construction,4 Bathrooms
2839,FuturelandAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.36,1800,New,5 - 6 years old
2840,Sai Ram Property ConsultantsAGENT0,Hyderabad,Yapral,"5 BHK VillaYapral, Hyderabad",3.2,4500,Ready to move,3 Bathrooms
2841,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.25,1738,Ready to move,4 - 5 years old
2842,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.25,1738,Ready to move,4 - 5 years old
2843,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.25,1738,Ready to move,4 - 5 years old
2844,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.15,1738,Ready to move,4 - 5 years old
2845,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.15,1738,Ready to move,4 - 5 years old
2846,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.1,1738,Ready to move,4 - 5 years old
2847,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.1,1738,Ready to move,4 - 5 years old
2848,Sai Ram Property ConsultantsAGENT0,Hyderabad,Rampally,"Residential PlotRampally, Hyderabad",0.455,1148,New,1 open sides
2849,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Begumpet,"2 BHK Independent FloorBegumpet, Hyderabad",0.48,950,Ready to move,2 Bathrooms
2850,Space Link Infra ConsultantsAGENT0,Hyderabad,Madhapur,"3 BHK ApartmentMadhapur, Hyderabad",2.4,3000,Ready to move,3 Bathrooms
2851,Space Link Infra ConsultantsAGENT0,Hyderabad,Madhapur,"3 BHK ApartmentMadhapur, Hyderabad",2.4,3000,Ready to move,3 Bathrooms
2852,Space Link Infra ConsultantsAGENT0,Hyderabad,Madhapur,"3 BHK ApartmentMadhapur, Hyderabad",2.4,3000,Ready to move,3 Bathrooms
2853,MaheshAGENT0,Hyderabad,Munganoor,"Residential PlotMunganoor, Hyderabad",0.55,2250,Resale,
2854,Venkateswara RentalsAGENT0,Hyderabad,Amberpet,"2 BHK ApartmentAmberpet, Hyderabad",0.6,1000,Ready to move,2 Bathrooms
2855,Dial To PropertyAGENT0,Hyderabad,Vanasthalipuram,"Residential PlotVanasthalipuram, Hyderabad",0.319,1980,New,East facing
2856,Dial To PropertyAGENT0,Hyderabad,Abdullapurmet,"Residential PlotAbdullapurmet, Hyderabad",0.21960000000000002,1647,New,6 - 7 years old
2857,Dial To PropertyAGENT0,Hyderabad,LB Nagar,"Residential PlotLB Nagar, Hyderabad",0.36,2700,New,4 open sides
2858,Dial To PropertyAGENT0,Hyderabad,Abdullapurmet,"Residential PlotAbdullapurmet, Hyderabad",0.308,1980,New,6 - 7 years old
2859,Dial To PropertyAGENT0,Hyderabad,Venkat Nagar Colony,"Residential PlotVenkat Nagar Colony, Hyderabad",0.2562,1647,New,4 - 5 years old
2860,Dial To PropertyAGENT0,Hyderabad,Cherlapalli,"Residential PlotCherlapalli, Hyderabad",1.01,2781,New,2 open sides
2861,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.13720000000000002,1647,New,5 - 6 years old
2862,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2378,1647,New,5 - 6 years old
2863,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.247,1647,New,5 - 6 years old
2864,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2969,1980,New,5 - 6 years old
2865,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2859,1980,New,5 - 6 years old
2866,Dial To PropertyAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.3899,2700,New,5 - 6 years old
2867,Om Sri Sai Ram RentalsAGENT0,Hyderabad,Nacharam,"2 BHK ApartmentNacharam, Hyderabad",0.5,1150,Ready to move,7 years old
2868,Sai Ram Property ConsultantsAGENT0,Hyderabad,Neredmet,"4 BHK Independent HouseNeredmet, Hyderabad",1.3,2322,Under Construction,3 Bathrooms
2869,Space Link Infra ConsultantsAGENT0,Hyderabad,Hitech City,3 BHK Apartment ,2.1,1738,Ready to move,4 - 5 years old
2870,KumarAGENT0,Hyderabad,Tukkuguda,"Residential PlotTukkuguda, Hyderabad",0.242,1980,Resale,2 open sides
2871,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.1575,1350,New,5 - 6 years old
2872,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.132,1080,New,2 open sides
2873,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2026,1710,New,5 - 6 years old
2874,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.21,1800,New,5 - 6 years old
2875,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.231,1980,New,5 - 6 years old
2876,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.1892,1539,New,3 - 4 years old
2877,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.28600000000000003,1800,New,3 - 4 years old
2878,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2064,1530,New,5 - 6 years old
2879,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.20800000000000002,1440,New,3 - 4 years old
2880,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.195,1350,New,
2881,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.221,1530,New,3 - 4 years old
2882,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.23399999999999999,1620,New,
2883,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.247,1710,New,3 - 4 years old
2884,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.26,1800,New,3 - 4 years old
2885,KumarAGENT0,Hyderabad,Ibrahimpatnam,"Residential PlotIbrahimpatnam, Hyderabad",0.299,2070,New,
2886,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.23309999999999997,1998,New,5 - 6 years old
2887,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2134,1746,New,5 - 6 years old
2888,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.252,2160,New,5 - 6 years old
2889,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2464,2016,New,5 - 6 years old
2890,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.1575,1350,New,2 open sides
2891,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.1826,1440,New,2 open sides
2892,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.21,1800,New,2 open sides
2893,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.165,1350,New,3 - 4 years old
2894,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.2167,190,New,3 - 4 years old
2895,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.22,1800,New,3 - 4 years old
2896,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.242,1980,New,3 - 4 years old
2897,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.253,2070,New,3 - 4 years old
2898,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.17600000000000002,1440,New,3 - 4 years old
2899,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.198,1620,New,3 - 4 years old
2900,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.2134,1746,New,3 - 4 years old
2901,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.17600000000000002,1440,New,5 - 6 years old
2902,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.18,1350,New,5 - 6 years old
2903,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.21600000000000003,1620,New,5 - 6 years old
2904,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.299,2070,New,3 - 4 years old
2905,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.33799999999999997,2340,New,3 - 4 years old
2906,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.21,1575,New,
2907,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.222,1665,New,
2908,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.228,1710,New,5 - 6 years old
2909,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.23399999999999999,1755,New,
2910,KumarAGENT0,Hyderabad,Bhuvanagiri,"Residential PlotBhuvanagiri, Hyderabad",0.2364,1773,New,
2911,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.24,1800,New,5 - 6 years old
2912,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.24600000000000002,1845,New,5 - 6 years old
2913,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.252,1890,New,5 - 6 years old
2914,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.1815,1485,New,3 - 4 years old
2915,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.20350000000000001,1665,New,3 - 4 years old
2916,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.195,1350,New,3 - 4 years old
2917,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.242,1980,New,3 - 4 years old
2918,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.218,1440,New,5 - 6 years old
2919,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.25,1800,New,5 - 6 years old
2920,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.20129999999999998,1620,New,5 - 6 years old
2921,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2167,1710,New,5 - 6 years old
2922,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.165,1350,New,5 - 6 years old
2923,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.289,2160,New,5 - 6 years old
2924,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.165,1350,New,3 - 4 years old
2925,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.2112,1728,New,3 - 4 years old
2926,KumarAGENT0,Hyderabad,Yacharam,"Residential PlotYacharam, Hyderabad",0.20129999999999998,1620,New,3 - 4 years old
2927,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2064,1548,New,5 - 6 years old
2928,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2688,2016,New,5 - 6 years old
2929,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.2664,1998,New,5 - 6 years old
2930,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.3,2250,New,5 - 6 years old
2931,KumarAGENT0,Hyderabad,Choutuppal,"Residential PlotChoutuppal, Hyderabad",0.312,2340,New,5 - 6 years old
